source_import,config_id,objects,mean_cnr,min_cnr,mean_psnr,min_psnr,mean_ssim,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0599,1,9.86148738861084,9.86148738861084,7.482468605041504,7.482468605041504,0.1864110380411148,33,0.0005,0.55,0.5,0.14,24,3,0.08,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0607,1,9.861103057861328,9.861103057861328,7.467418670654297,7.467418670654297,0.1888495981693267,33,0.0005,0.55,0.5,0.14,24,3,0.1,nlm,3,0.062,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0643,1,9.860831260681152,9.860831260681152,7.607325553894043,7.607325553894043,0.1877005249261856,33,0.0005,0.55,0.5,0.15,24,3,0.1,nlm,3,0.062,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0414,1,9.860417366027832,9.860417366027832,7.4624528884887695,7.4624528884887695,0.1871245950460434,32,0.0005,0.55,0.5,0.15,24,3,0.08,nlm,3,0.062,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0475,1,9.859968185424805,9.859968185424805,7.440388202667236,7.440388202667236,0.1902967989444732,33,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.062,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0294,1,9.859350204467772,9.859350204467772,7.432408332824707,7.432408332824707,0.1880586296319961,32,0.00045,0.55,0.5,0.15,24,3,0.06,nlm,3,0.062,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0618,1,9.85875129699707,9.85875129699707,7.584477424621582,7.584477424621582,0.1873877942562103,33,0.0005,0.55,0.5,0.15,24,3,0.06,nlm,3,0.062,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0491,1,9.85851764678955,9.85851764678955,7.340798854827881,7.340798854827881,0.1865578293800354,33,0.00045,0.55,0.5,0.14,24,3,0.08,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0487,1,9.857280731201172,9.857280731201172,7.356035232543945,7.356035232543945,0.1895721703767776,33,0.00045,0.55,0.5,0.14,24,3,0.08,nlm,3,0.062,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0306,1,9.853403091430664,9.853403091430664,7.349685668945312,7.349685668945312,0.1872910410165786,32,0.00045,0.55,0.5,0.15,24,3,0.08,nlm,3,0.062,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0426,1,9.852954864501951,9.852954864501951,7.423230171203613,7.423230171203613,0.1864517331123352,32,0.0005,0.55,0.5,0.15,24,3,0.1,nlm,3,0.062,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0431,1,9.852238655090332,9.852238655090332,7.428408145904541,7.428408145904541,0.1854501068592071,32,0.0005,0.55,0.5,0.15,24,3,0.1,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0499,1,9.846731185913086,9.846731185913086,7.271628379821777,7.271628379821777,0.1889019310474395,33,0.00045,0.55,0.5,0.14,24,3,0.1,nlm,3,0.062,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0611,1,9.84654140472412,9.84654140472412,7.449845314025879,7.449845314025879,0.1857818663120269,33,0.0005,0.55,0.5,0.14,24,3,0.1,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0522,1,9.845904350280762,9.845904350280762,7.426257610321045,7.426257610321045,0.1866182535886764,33,0.00045,0.55,0.5,0.15,24,3,0.08,nlm,3,0.062,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0323,1,9.843539237976074,9.843539237976074,7.274175643920898,7.274175643920898,0.1855955719947815,32,0.00045,0.55,0.5,0.15,24,3,0.1,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0527,1,9.842485427856444,9.842485427856444,7.431914806365967,7.431914806365967,0.1855987757444381,33,0.00045,0.55,0.5,0.15,24,3,0.08,nlm,3,0.064,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0630,1,9.84103775024414,9.84103775024414,7.584438800811768,7.584438800811768,0.1864470094442367,33,0.0005,0.55,0.5,0.15,24,3,0.08,nlm,3,0.062,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0318,1,9.839917182922363,9.839917182922363,7.267989635467529,7.267989635467529,0.1865842044353485,32,0.00045,0.55,0.5,0.15,24,3,0.1,nlm,3,0.062,5,6,0.05,0.015
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0298,1,9.836758613586426,9.836758613586426,7.417795658111572,7.417795658111572,0.1850180923938751,32,0.00045,0.55,0.5,0.15,24,3,0.06,nlm,3,0.064,5,6,0.05,0.015
