object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,log_gain_mse,fisher_reference,fisher_reference_nominal
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,soft_log_calibrated,0.0011654901867127663,0.0012292537548690978,0.0009769730265422167,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,soft_log_calibrated_carrier_oracle,0.0011094469304112507,0.0011675735177261936,0.0009769730265422167,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,naive_log,0.001264070028029974,0.0013387744061372202,0.0009769730265422167,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,anscombe,0.0010954214851876735,0.0011486764597184278,0.0009769730265422167,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,soft_log,0.0006777500263918957,0.0006682778852097522,0.0004884865132711083,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,soft_log_calibrated,0.0006776417942100822,0.0006681642781577369,0.0004884865132711083,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,soft_log_calibrated_carrier_oracle,0.000606348509545838,0.0006081219248651795,0.0004884865132711083,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,naive_log,0.0006989294534422352,0.0006903203493556136,0.0004884865132711083,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,anscombe,0.0006664437098560007,0.0006555367799528602,0.0004884865132711083,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,soft_log,0.0003708433093285434,0.0003762291737244049,0.00024424325663555417,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,soft_log_calibrated,0.000370836421099718,0.00037622126515305185,0.00024424325663555417,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,soft_log_calibrated_carrier_oracle,0.00033189727675104536,0.00033743915812476917,0.00024424325663555417,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,naive_log,0.0003736190531476368,0.0003793947357194568,0.00024424325663555417,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,anscombe,0.000367906403136425,0.0003724148672445551,0.00024424325663555417,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,soft_log,0.00027773187747416123,0.00027518514774986665,0.00012212162831777708,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,soft_log_calibrated,0.0002777306659597287,0.00027518402080143814,0.00012212162831777708,0.0001220678823785356
