arm,pixel_perm,sign_flip,row_perm,object,family,K_eff,draw,num_frames,chunks,levene_p,levene_reject,ks_absdev_p,local_std_envelope_cv,running_mean_cv,walsh_flatness_ratio,walsh_S2
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,11,8192,8,0.4746466752734675,False,0.5160126480775404,0.15490492821913668,0.0008513428620062768,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,12,8192,8,0.04112643464994206,False,0.30102473544932307,0.15174031977434854,0.000815799692645669,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,13,8192,8,0.022239340739174187,False,0.05281103310910518,0.135821059835815,0.0008160326979123056,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,14,8192,8,0.6554101996894909,False,0.30102473544932307,0.11019611671103323,0.0018275493057444692,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,15,8192,8,0.11363873367420513,False,0.2106117312437866,0.16966294659396478,0.0008902189438231289,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,16,8192,8,0.01126432389602993,False,0.23100441666637422,0.17416089651546424,0.0008814890752546489,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,17,8192,8,0.17438129970697216,False,0.19162747608137745,0.1799912209832475,0.0008210782543756068,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,18,8192,8,0.22510488142688617,False,0.09352892894698887,0.1574011146450963,0.0009779043029993773,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,19,8192,8,3.0155740643048348e-05,True,0.10423872426690864,0.22165622744075844,0.0059067984111607075,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,20,8192,8,0.14788761513645976,False,0.2106117312437866,0.14431089380111092,0.0008439731900580227,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,21,8192,8,0.017727220691692712,False,0.17400184819348116,0.17242151398881433,0.0011057350784540176,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,22,8192,8,0.3020442757832855,False,0.4155294838847783,0.1385567524871966,0.000816109124571085,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,23,8192,8,0.00016561335703745367,True,0.15768020016074424,0.1962798605871055,0.0008690633694641292,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,24,8192,8,0.016246431246079107,False,0.35528493510324566,0.19608171185844284,0.0009424702147953212,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,25,8192,8,0.39270749149252554,False,0.35528493510324566,0.13015389430504717,0.0008144358871504664,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,26,8192,8,0.14833282906780573,False,0.2106117312437866,0.1945938586267914,0.0008144546882249415,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,27,8192,8,0.6912707848662187,False,0.10423872426690864,0.1712062913775948,0.0008242999901995063,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,28,8192,8,0.019524260421576976,False,0.35528493510324566,0.18840672026040547,0.0009487844072282314,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,29,8192,8,0.0038362778081053933,False,0.2106117312437866,0.16429032630900406,0.0008152988157235086,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,30,8192,8,0.8818875938079885,False,0.3273936805515063,0.15933032309555317,0.0013582085957750678,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_0,synthetic_digit,359.91159294611685,31,8192,8,0.3807939081122759,False,0.059439347248463524,0.11313061637972181,0.006010492332279682,0.9992717949517477,273.92274913948097
row_perm_only,False,False,True,digit_1,synthetic_digit,613.715691926159,0,8192,8,0.012304130722669043,False,0.30102473544932307,0.31093298743082515,0.0008272852865047753,0.7881399383302821,581.3885129106121
row_perm_only,False,False,True,digit_1,synthetic_digit,613.715691926159,1,8192,8,4.1670168588480164e-05,True,0.08375446455030607,0.4058903654627259,0.0006424083840101957,0.7881399383302821,581.3885129106121
row_perm_only,False,False,True,digit_1,synthetic_digit,613.715691926159,2,8192,8,0.020005479416371128,False,0.0020256759216211156,0.24304616585675443,0.0006245915428735316,0.7881399383302821,581.3885129106121
row_perm_only,False,False,True,digit_1,synthetic_digit,613.715691926159,3,8192,8,0.1294997825759563,False,0.1426043426418189,0.2595915803105379,0.0013210377655923367,0.7881399383302821,581.3885129106121
