sigma_a,rho,seed,object,rel_mse_raw
0.15,10.0,1,8,0.5043874339021844
0.15,10.0,1,9,0.5066149413815582
0.15,10.0,2,0,0.4923020091953098
0.15,10.0,2,1,0.49802486924988987
0.15,10.0,2,2,0.4785693604584169
0.15,10.0,2,3,0.509508650829026
0.15,10.0,2,4,0.5442038347548428
0.15,10.0,2,5,0.49345124461434653
0.15,10.0,2,6,0.4846212526086543
0.15,10.0,2,7,0.5267527987528056
0.15,10.0,2,8,0.5043875104001683
0.15,10.0,2,9,0.5066149261836731
0.15,10.0,3,0,0.49230198762858013
0.15,10.0,3,1,0.49802491435830887
0.15,10.0,3,2,0.47856935545070706
0.15,10.0,3,3,0.5095085961869117
0.15,10.0,3,4,0.5442037551849858
0.15,10.0,3,5,0.49345121081089716
0.15,10.0,3,6,0.4846212494446574
0.15,10.0,3,7,0.5267528399793033
0.15,10.0,3,8,0.5043875463885379
0.15,10.0,3,9,0.5066149551773521
0.15,10.0,4,0,0.49230199419461484
0.15,10.0,4,1,0.4980248805906444
0.15,10.0,4,2,0.4785693697714512
0.15,10.0,4,3,0.5095086060590427
0.15,10.0,4,4,0.5442037775598993
0.15,10.0,4,5,0.4934512087876429
0.15,10.0,4,6,0.4846213007976724
0.15,10.0,4,7,0.5267529606774117
0.15,10.0,4,8,0.5043874953925882
0.15,10.0,4,9,0.5066149773934618
0.3,0.001,0,0,0.49230199624446985
0.3,0.001,0,1,0.49802487465039486
0.3,0.001,0,2,0.47856933488519476
0.3,0.001,0,3,0.5095085949938554
0.3,0.001,0,4,0.5442037945182374
0.3,0.001,0,5,0.4934511997539958
0.3,0.001,0,6,0.48462123914070043
0.3,0.001,0,7,0.5267528730580238
0.3,0.001,0,8,0.5043874713285824
0.3,0.001,0,9,0.5066149852735526
0.3,0.001,1,0,0.4923020008239531
0.3,0.001,1,1,0.49802486898255877
0.3,0.001,1,2,0.4785693763980192
0.3,0.001,1,3,0.5095086628397161
0.3,0.001,1,4,0.544203807523718
0.3,0.001,1,5,0.4934512314396039
0.3,0.001,1,6,0.4846211850452935
0.3,0.001,1,7,0.5267528970525278
0.3,0.001,1,8,0.5043874919113454
0.3,0.001,1,9,0.5066148850076958
0.3,0.001,2,0,0.49230203116573784
0.3,0.001,2,1,0.49802489983781967
0.3,0.001,2,2,0.4785693630357354
0.3,0.001,2,3,0.5095086643306087
0.3,0.001,2,4,0.5442037992643837
0.3,0.001,2,5,0.49345123111885336
0.3,0.001,2,6,0.4846212004991227
0.3,0.001,2,7,0.5267528888822474
0.3,0.001,2,8,0.5043874667162247
0.3,0.001,2,9,0.5066149032458888
0.3,0.001,3,0,0.4923019994117968
0.3,0.001,3,1,0.4980248916147423
0.3,0.001,3,2,0.4785693680878995
0.3,0.001,3,3,0.509508661243627
0.3,0.001,3,4,0.5442037563260573
0.3,0.001,3,5,0.4934511916339425
0.3,0.001,3,6,0.48462125996187183
0.3,0.001,3,7,0.5267529190749085
0.3,0.001,3,8,0.5043874553277872
0.3,0.001,3,9,0.5066149652277244
0.3,0.001,4,0,0.49230199809550895
0.3,0.001,4,1,0.49802488952842294
0.3,0.001,4,2,0.47856933202086405
0.3,0.001,4,3,0.5095086588019649
0.3,0.001,4,4,0.544203835123975
0.3,0.001,4,5,0.49345120498482337
0.3,0.001,4,6,0.48462127573892416
0.3,0.001,4,7,0.5267528153455615
0.3,0.001,4,8,0.50438746147283
0.3,0.001,4,9,0.506614946403902
0.3,0.003,0,0,0.49230200596770474
0.3,0.003,0,1,0.4980248697299271
0.3,0.003,0,2,0.47856937582166037
0.3,0.003,0,3,0.5095086179020492
0.3,0.003,0,4,0.5442038675064527
0.3,0.003,0,5,0.4934512130118239
0.3,0.003,0,6,0.4846211763210123
0.3,0.003,0,7,0.5267529491617128
0.3,0.003,0,8,0.5043874806205084
0.3,0.003,0,9,0.5066149511372646
0.3,0.003,1,0,0.49230198126859415
0.3,0.003,1,1,0.49802491369121266
0.3,0.003,1,2,0.47856936431061803
0.3,0.003,1,3,0.5095086784847208
0.3,0.003,1,4,0.5442038060895183
0.3,0.003,1,5,0.4934511807605358
0.3,0.003,1,6,0.4846212623545786
0.3,0.003,1,7,0.5267529097890251
0.3,0.003,1,8,0.504387481325986
0.3,0.003,1,9,0.5066149541080509
0.3,0.003,2,0,0.49230202177727317
0.3,0.003,2,1,0.49802487909716975
0.3,0.003,2,2,0.47856933473328606
0.3,0.003,2,3,0.5095086763261666
0.3,0.003,2,4,0.5442038168725843
0.3,0.003,2,5,0.49345120091747247
0.3,0.003,2,6,0.484621227586582
0.3,0.003,2,7,0.5267529309999303
0.3,0.003,2,8,0.5043874618220966
0.3,0.003,2,9,0.5066149611733196
0.3,0.003,3,0,0.4923020441621862
0.3,0.003,3,1,0.49802494365262145
0.3,0.003,3,2,0.4785693916381379
0.3,0.003,3,3,0.5095086522426399
0.3,0.003,3,4,0.5442038186249706
0.3,0.003,3,5,0.4934512312931398
0.3,0.003,3,6,0.48462122766224547
0.3,0.003,3,7,0.5267529214107206
0.3,0.003,3,8,0.5043875310623259
0.3,0.003,3,9,0.5066149016459554
0.3,0.003,4,0,0.49230199616583065
0.3,0.003,4,1,0.4980248857558372
0.3,0.003,4,2,0.47856937132978505
0.3,0.003,4,3,0.5095086392062705
0.3,0.003,4,4,0.5442038076283284
0.3,0.003,4,5,0.49345119329102083
0.3,0.003,4,6,0.4846212929502648
0.3,0.003,4,7,0.5267529101188586
0.3,0.003,4,8,0.5043874389576881
0.3,0.003,4,9,0.5066149111019794
0.3,0.01,0,0,0.49230202783685495
0.3,0.01,0,1,0.4980248874218227
0.3,0.01,0,2,0.47856934717435173
0.3,0.01,0,3,0.5095086580578119
0.3,0.01,0,4,0.5442037648179214
0.3,0.01,0,5,0.4934511861674519
0.3,0.01,0,6,0.4846211880440252
0.3,0.01,0,7,0.5267529393524195
0.3,0.01,0,8,0.5043874699677728
0.3,0.01,0,9,0.5066149781487271
0.3,0.01,1,0,0.4923019860901699
0.3,0.01,1,1,0.49802491280482875
0.3,0.01,1,2,0.478569342166999
0.3,0.01,1,3,0.5095086645645622
0.3,0.01,1,4,0.5442037652122846
0.3,0.01,1,5,0.4934511452095204
0.3,0.01,1,6,0.4846212551468527
0.3,0.01,1,7,0.5267529165554741
0.3,0.01,1,8,0.5043874978445534
0.3,0.01,1,9,0.5066150204209211
0.3,0.01,2,0,0.49230200379407235
0.3,0.01,2,1,0.4980248980894982
0.3,0.01,2,2,0.4785693519827557
0.3,0.01,2,3,0.5095086368438583
0.3,0.01,2,4,0.5442037956550045
0.3,0.01,2,5,0.493451218049373
0.3,0.01,2,6,0.48462129149774563
0.3,0.01,2,7,0.5267528186124337
0.3,0.01,2,8,0.5043874140559524
0.3,0.01,2,9,0.5066149383524404
0.3,0.01,3,0,0.49230198046127066
0.3,0.01,3,1,0.4980248850173589
0.3,0.01,3,2,0.4785693544387077
0.3,0.01,3,3,0.5095086372342584
0.3,0.01,3,4,0.5442037596966862
0.3,0.01,3,5,0.49345121483771925
0.3,0.01,3,6,0.4846213121345271
0.3,0.01,3,7,0.5267527534981891
0.3,0.01,3,8,0.5043875151763686
0.3,0.01,3,9,0.5066149762170569
0.3,0.01,4,0,0.49230204300205677
0.3,0.01,4,1,0.4980249105722102
0.3,0.01,4,2,0.47856937244615266
0.3,0.01,4,3,0.5095086583605799
0.3,0.01,4,4,0.5442037965154525
0.3,0.01,4,5,0.49345112564273585
0.3,0.01,4,6,0.48462126137617795
0.3,0.01,4,7,0.5267528422405542
0.3,0.01,4,8,0.5043874066398213
0.3,0.01,4,9,0.506614939598453
0.3,0.03,0,0,0.4923020275914431
0.3,0.03,0,1,0.4980248744607494
0.3,0.03,0,2,0.4785693621771141
0.3,0.03,0,3,0.5095086114867725
0.3,0.03,0,4,0.5442038099195856
0.3,0.03,0,5,0.49345119837161366
0.3,0.03,0,6,0.4846212200549473
0.3,0.03,0,7,0.5267528478816994
0.3,0.03,0,8,0.5043874156659627
0.3,0.03,0,9,0.5066149582860172
0.3,0.03,1,0,0.49230200251034106
0.3,0.03,1,1,0.49802485599514656
0.3,0.03,1,2,0.47856935971362935
0.3,0.03,1,3,0.5095086126369024
0.3,0.03,1,4,0.5442037741807937
0.3,0.03,1,5,0.49345112647749867
0.3,0.03,1,6,0.4846212248564726
0.3,0.03,1,7,0.5267528438007222
0.3,0.03,1,8,0.5043874492348492
0.3,0.03,1,9,0.5066149693915789
0.3,0.03,2,0,0.49230199250514933
0.3,0.03,2,1,0.49802488583504295
0.3,0.03,2,2,0.4785693546800781
0.3,0.03,2,3,0.5095086517949354
0.3,0.03,2,4,0.5442038446555763
0.3,0.03,2,5,0.49345123177405126
0.3,0.03,2,6,0.48462125010691715
0.3,0.03,2,7,0.5267529775787848
0.3,0.03,2,8,0.5043875383713534
0.3,0.03,2,9,0.5066149651745094
0.3,0.03,3,0,0.4923020059883526
0.3,0.03,3,1,0.498024886684664
0.3,0.03,3,2,0.4785693512166427
0.3,0.03,3,3,0.5095086876544853
0.3,0.03,3,4,0.5442037509175257
0.3,0.03,3,5,0.4934512509485637
0.3,0.03,3,6,0.4846212773059652
0.3,0.03,3,7,0.5267528293551911
0.3,0.03,3,8,0.5043874396894876
0.3,0.03,3,9,0.506614927536872
0.3,0.03,4,0,0.4923020439343606
0.3,0.03,4,1,0.4980248858944222
0.3,0.03,4,2,0.478569330346163
0.3,0.03,4,3,0.5095086990841043
0.3,0.03,4,4,0.5442037525081715
0.3,0.03,4,5,0.4934512405205151
0.3,0.03,4,6,0.4846212147988471
0.3,0.03,4,7,0.526752877173233
0.3,0.03,4,8,0.5043875071112508
0.3,0.03,4,9,0.5066149657188177
0.3,0.1,0,0,0.492302009847241
0.3,0.1,0,1,0.4980248962527014
0.3,0.1,0,2,0.4785693279451643
0.3,0.1,0,3,0.5095086533667021
0.3,0.1,0,4,0.5442037853443782
0.3,0.1,0,5,0.49345116986053217
0.3,0.1,0,6,0.48462119600899906
0.3,0.1,0,7,0.5267528021592642
0.3,0.1,0,8,0.504387518807754
0.3,0.1,0,9,0.506614955104073
0.3,0.1,1,0,0.49230200499243804
0.3,0.1,1,1,0.49802489065256905
0.3,0.1,1,2,0.47856936100595265
0.3,0.1,1,3,0.5095086706867193
0.3,0.1,1,4,0.5442037611588576
0.3,0.1,1,5,0.4934511819439106
0.3,0.1,1,6,0.4846212556763469
0.3,0.1,1,7,0.5267529469938176
0.3,0.1,1,8,0.5043875007161815
0.3,0.1,1,9,0.506614971483308
0.3,0.1,2,0,0.49230200654632167
0.3,0.1,2,1,0.4980248701851754
0.3,0.1,2,2,0.4785693548757591
0.3,0.1,2,3,0.509508597982085
0.3,0.1,2,4,0.5442037483795066
0.3,0.1,2,5,0.4934511947799976
0.3,0.1,2,6,0.4846212655462961
0.3,0.1,2,7,0.5267529384721237
0.3,0.1,2,8,0.5043874452651196
0.3,0.1,2,9,0.5066149276086265
0.3,0.1,3,0,0.4923020212037608
0.3,0.1,3,1,0.49802489516154225
0.3,0.1,3,2,0.4785693382859389
0.3,0.1,3,3,0.5095086530258809
0.3,0.1,3,4,0.5442038180332689
0.3,0.1,3,5,0.49345118844011426
0.3,0.1,3,6,0.48462119977010526
0.3,0.1,3,7,0.5267528474377244
0.3,0.1,3,8,0.504387524374511
0.3,0.1,3,9,0.5066149728190212
0.3,0.1,4,0,0.4923020044375269
0.3,0.1,4,1,0.4980248832561535
0.3,0.1,4,2,0.47856935187543365
0.3,0.1,4,3,0.5095086800167641
0.3,0.1,4,4,0.5442037841433528
0.3,0.1,4,5,0.4934512038109356
0.3,0.1,4,6,0.48462123839977916
0.3,0.1,4,7,0.5267529385212077
0.3,0.1,4,8,0.5043874852537588
0.3,0.1,4,9,0.5066149274829829
0.3,0.3,0,0,0.49230200352236336
0.3,0.3,0,1,0.49802488760710334
0.3,0.3,0,2,0.47856935735281353
0.3,0.3,0,3,0.5095086335880687
0.3,0.3,0,4,0.5442037945991396
0.3,0.3,0,5,0.4934512173910062
0.3,0.3,0,6,0.4846212841123033
0.3,0.3,0,7,0.5267528563914303
0.3,0.3,0,8,0.5043874674464036
0.3,0.3,0,9,0.5066149446658124
0.3,0.3,1,0,0.49230204668075067
0.3,0.3,1,1,0.4980248783673227
0.3,0.3,1,2,0.4785693460298479
0.3,0.3,1,3,0.5095086796106557
0.3,0.3,1,4,0.5442038625257628
0.3,0.3,1,5,0.49345111778972883
0.3,0.3,1,6,0.48462119137440657
0.3,0.3,1,7,0.5267528286258066
0.3,0.3,1,8,0.5043875037967364
0.3,0.3,1,9,0.5066149376439939
0.3,0.3,2,0,0.49230198438816786
0.3,0.3,2,1,0.49802487957962527
0.3,0.3,2,2,0.47856935313872484
0.3,0.3,2,3,0.5095086477519285
0.3,0.3,2,4,0.5442038306270695
0.3,0.3,2,5,0.4934511663183174
0.3,0.3,2,6,0.48462129833558526
0.3,0.3,2,7,0.5267527957996291
0.3,0.3,2,8,0.5043874450720061
0.3,0.3,2,9,0.5066149478780535
0.3,0.3,3,0,0.49230198966265115
0.3,0.3,3,1,0.498024894933667
0.3,0.3,3,2,0.4785693299063434
0.3,0.3,3,3,0.5095086195076644
0.3,0.3,3,4,0.5442037846641353
0.3,0.3,3,5,0.4934512432913511
0.3,0.3,3,6,0.4846212684020242
0.3,0.3,3,7,0.5267529063985997
0.3,0.3,3,8,0.5043875042610237
0.3,0.3,3,9,0.5066149567929703
0.3,0.3,4,0,0.4923020122328376
0.3,0.3,4,1,0.4980248914421026
0.3,0.3,4,2,0.4785693694170588
0.3,0.3,4,3,0.509508642830854
0.3,0.3,4,4,0.5442038577818805
0.3,0.3,4,5,0.4934511987538805
0.3,0.3,4,6,0.48462123242217453
0.3,0.3,4,7,0.5267528867573984
0.3,0.3,4,8,0.5043875142782446
0.3,0.3,4,9,0.5066149445933816
0.3,1.0,0,0,0.49230202390296424
0.3,1.0,0,1,0.49802489063843003
0.3,1.0,0,2,0.47856936531214356
0.3,1.0,0,3,0.5095086845000986
0.3,1.0,0,4,0.5442038743612078
0.3,1.0,0,5,0.49345123862860596
0.3,1.0,0,6,0.4846212564233515
0.3,1.0,0,7,0.5267528631338169
0.3,1.0,0,8,0.5043874193066074
0.3,1.0,0,9,0.5066149081040195
0.3,1.0,1,0,0.4923020033992497
0.3,1.0,1,1,0.4980248898085722
0.3,1.0,1,2,0.4785693508971085
0.3,1.0,1,3,0.509508591277052
0.3,1.0,1,4,0.5442037935688774
0.3,1.0,1,5,0.49345116691539553
0.3,1.0,1,6,0.48462127682533135
0.3,1.0,1,7,0.5267528836646883
0.3,1.0,1,8,0.5043874431679154
0.3,1.0,1,9,0.506614947192299
0.3,1.0,2,0,0.4923020162222959
0.3,1.0,2,1,0.4980248902193947
0.3,1.0,2,2,0.4785693754080907
0.3,1.0,2,3,0.5095086746323645
0.3,1.0,2,4,0.5442037516910704
0.3,1.0,2,5,0.49345116783301335
0.3,1.0,2,6,0.484621239755381
0.3,1.0,2,7,0.5267528262335961
0.3,1.0,2,8,0.5043874491777396
0.3,1.0,2,9,0.5066149417903055
0.3,1.0,3,0,0.49230200054434836
0.3,1.0,3,1,0.4980248899505085
0.3,1.0,3,2,0.4785693638601994
0.3,1.0,3,3,0.5095086777593325
0.3,1.0,3,4,0.5442038346097834
0.3,1.0,3,5,0.49345124501468346
0.3,1.0,3,6,0.4846212259079679
0.3,1.0,3,7,0.5267528898548279
0.3,1.0,3,8,0.5043874930610001
0.3,1.0,3,9,0.5066149940298538
0.3,1.0,4,0,0.49230201082594316
0.3,1.0,4,1,0.49802489227852
0.3,1.0,4,2,0.47856936464883026
0.3,1.0,4,3,0.5095086323150063
0.3,1.0,4,4,0.5442038091068253
0.3,1.0,4,5,0.49345123035640953
0.3,1.0,4,6,0.4846212309859417
0.3,1.0,4,7,0.5267528706184123
0.3,1.0,4,8,0.5043875549673343
0.3,1.0,4,9,0.5066149362762399
0.3,3.0,0,0,0.4923020156890624
0.3,3.0,0,1,0.4980248903893158
0.3,3.0,0,2,0.4785693474570092
0.3,3.0,0,3,0.5095086529930551
0.3,3.0,0,4,0.5442038021078632
0.3,3.0,0,5,0.4934511642830941
0.3,3.0,0,6,0.4846212585817914
0.3,3.0,0,7,0.5267528708505339
0.3,3.0,0,8,0.5043874555646916
0.3,3.0,0,9,0.5066149756511502
0.3,3.0,1,0,0.4923019677638976
0.3,3.0,1,1,0.4980248816475912
0.3,3.0,1,2,0.47856935940324424
0.3,3.0,1,3,0.5095086360598563
0.3,3.0,1,4,0.544203769698516
0.3,3.0,1,5,0.49345118716092035
0.3,3.0,1,6,0.48462123097683046
0.3,3.0,1,7,0.5267527500872152
0.3,3.0,1,8,0.5043874676443018
0.3,3.0,1,9,0.5066149709204069
0.3,3.0,2,0,0.4923019940439486
0.3,3.0,2,1,0.49802488753741336
0.3,3.0,2,2,0.4785693328722797
0.3,3.0,2,3,0.5095086769400949
0.3,3.0,2,4,0.544203757027917
0.3,3.0,2,5,0.49345123209127373
0.3,3.0,2,6,0.4846211785074626
0.3,3.0,2,7,0.5267528309445664
0.3,3.0,2,8,0.5043874026534003
0.3,3.0,2,9,0.5066149525644631
0.3,3.0,3,0,0.49230199097536304
0.3,3.0,3,1,0.4980248727735665
0.3,3.0,3,2,0.47856936569070146
0.3,3.0,3,3,0.5095086486318496
0.3,3.0,3,4,0.5442038099173959
0.3,3.0,3,5,0.49345124778865274
0.3,3.0,3,6,0.48462133685710507
0.3,3.0,3,7,0.5267528614183182
0.3,3.0,3,8,0.5043874536171864
0.3,3.0,3,9,0.5066149364176847
0.3,3.0,4,0,0.49230203317948
0.3,3.0,4,1,0.49802490183904696
0.3,3.0,4,2,0.4785693557477097
0.3,3.0,4,3,0.5095086363451489
0.3,3.0,4,4,0.5442038077210902
0.3,3.0,4,5,0.49345115369772113
0.3,3.0,4,6,0.48462123122326467
0.3,3.0,4,7,0.5267528808229276
0.3,3.0,4,8,0.5043875025265214
0.3,3.0,4,9,0.5066149289038528
0.3,10.0,0,0,0.49230200195168017
0.3,10.0,0,1,0.4980248715731063
0.3,10.0,0,2,0.4785693747286777
0.3,10.0,0,3,0.5095086275041101
0.3,10.0,0,4,0.5442037454631128
0.3,10.0,0,5,0.4934511796179932
0.3,10.0,0,6,0.4846212449932692
0.3,10.0,0,7,0.5267529275144508
0.3,10.0,0,8,0.504387519923287
0.3,10.0,0,9,0.5066149028104615
0.3,10.0,1,0,0.4923020076596635
0.3,10.0,1,1,0.4980248715835359
0.3,10.0,1,2,0.4785693287661189
0.3,10.0,1,3,0.5095086679291552
0.3,10.0,1,4,0.5442038551025721
0.3,10.0,1,5,0.49345113383091693
0.3,10.0,1,6,0.48462127391083915
0.3,10.0,1,7,0.5267529044597791
0.3,10.0,1,8,0.5043874337726676
0.3,10.0,1,9,0.5066149961790966
0.3,10.0,2,0,0.492302038465182
0.3,10.0,2,1,0.49802489364513386
0.3,10.0,2,2,0.4785693468377457
0.3,10.0,2,3,0.5095085898467743
0.3,10.0,2,4,0.5442037800540475
0.3,10.0,2,5,0.49345118802611354
0.3,10.0,2,6,0.484621272684247
0.3,10.0,2,7,0.5267528965662521
0.3,10.0,2,8,0.504387505421437
0.3,10.0,2,9,0.5066149394686423
0.3,10.0,3,0,0.49230201049047045
0.3,10.0,3,1,0.4980249008913473
0.3,10.0,3,2,0.47856933370041993
0.3,10.0,3,3,0.5095086849424665
0.3,10.0,3,4,0.5442038584072527
0.3,10.0,3,5,0.4934511718499619
0.3,10.0,3,6,0.4846213406209796
0.3,10.0,3,7,0.5267528855470031
0.3,10.0,3,8,0.5043874567701577
0.3,10.0,3,9,0.5066149375400945
0.3,10.0,4,0,0.49230199575035327
0.3,10.0,4,1,0.4980248928472702
0.3,10.0,4,2,0.47856933871744417
0.3,10.0,4,3,0.5095086796096788
0.3,10.0,4,4,0.5442037759058812
0.3,10.0,4,5,0.4934511901766118
0.3,10.0,4,6,0.4846212080705495
0.3,10.0,4,7,0.5267528682459458
0.3,10.0,4,8,0.504387530253295
0.3,10.0,4,9,0.5066149352387309
0.5,0.001,0,0,0.49230199348314857
0.5,0.001,0,1,0.4980248867749271
0.5,0.001,0,2,0.4785693916325541
0.5,0.001,0,3,0.5095086267014424
0.5,0.001,0,4,0.5442037716247278
0.5,0.001,0,5,0.49345119313378727
0.5,0.001,0,6,0.4846212739570053
0.5,0.001,0,7,0.5267529030458435
0.5,0.001,0,8,0.5043874990672716
0.5,0.001,0,9,0.5066149499482849
0.5,0.001,1,0,0.49230201057827605
0.5,0.001,1,1,0.4980248957468627
0.5,0.001,1,2,0.47856932993204604
0.5,0.001,1,3,0.5095086239856385
0.5,0.001,1,4,0.5442037854244128
0.5,0.001,1,5,0.49345123122611395
0.5,0.001,1,6,0.4846213276711981
0.5,0.001,1,7,0.5267528349769917
0.5,0.001,1,8,0.5043875235768072
0.5,0.001,1,9,0.5066149315307082
0.5,0.001,2,0,0.49230201862015655
0.5,0.001,2,1,0.49802489725566745
0.5,0.001,2,2,0.4785693668016651
0.5,0.001,2,3,0.5095086193614744
0.5,0.001,2,4,0.5442038142963446
0.5,0.001,2,5,0.4934512301331437
0.5,0.001,2,6,0.484621226155025
0.5,0.001,2,7,0.5267529098371326
0.5,0.001,2,8,0.5043874778025526
0.5,0.001,2,9,0.5066149297896051
0.5,0.001,3,0,0.49230201770539533
0.5,0.001,3,1,0.49802488664840977
0.5,0.001,3,2,0.47856933293701576
0.5,0.001,3,3,0.5095086086484333
0.5,0.001,3,4,0.5442038252476975
0.5,0.001,3,5,0.49345119139486937
0.5,0.001,3,6,0.4846213043748084
0.5,0.001,3,7,0.5267528894774546
0.5,0.001,3,8,0.5043874721139354
0.5,0.001,3,9,0.5066149376203565
0.5,0.001,4,0,0.49230199567192096
0.5,0.001,4,1,0.4980248974805465
0.5,0.001,4,2,0.4785693459619516
0.5,0.001,4,3,0.5095086340667361
0.5,0.001,4,4,0.5442038144003493
0.5,0.001,4,5,0.49345128020272794
0.5,0.001,4,6,0.48462128740751237
0.5,0.001,4,7,0.526752829908716
0.5,0.001,4,8,0.5043874800198984
0.5,0.001,4,9,0.5066149121396453
0.5,0.003,0,0,0.4923019857842209
0.5,0.003,0,1,0.498024896803738
0.5,0.003,0,2,0.478569363684591
0.5,0.003,0,3,0.5095086399769451
0.5,0.003,0,4,0.5442038310395604
0.5,0.003,0,5,0.49345116319657284
0.5,0.003,0,6,0.48462116440401515
0.5,0.003,0,7,0.5267528477227958
0.5,0.003,0,8,0.5043873935190386
0.5,0.003,0,9,0.5066149370182541
0.5,0.003,1,0,0.4923019871297016
0.5,0.003,1,1,0.49802490271280275
0.5,0.003,1,2,0.4785693524426162
0.5,0.003,1,3,0.5095086388975821
0.5,0.003,1,4,0.5442037878592823
0.5,0.003,1,5,0.49345116760862134
0.5,0.003,1,6,0.4846212650289305
0.5,0.003,1,7,0.5267528391493964
0.5,0.003,1,8,0.5043874879161948
0.5,0.003,1,9,0.5066149078691395
0.5,0.003,2,0,0.49230201603855855
0.5,0.003,2,1,0.4980249116907357
0.5,0.003,2,2,0.47856935863925315
0.5,0.003,2,3,0.5095086413662082
0.5,0.003,2,4,0.5442037896180353
0.5,0.003,2,5,0.4934512600737719
0.5,0.003,2,6,0.4846211990935187
0.5,0.003,2,7,0.526752842733802
0.5,0.003,2,8,0.5043874918695619
0.5,0.003,2,9,0.5066149625329511
0.5,0.003,3,0,0.4923020188578668
0.5,0.003,3,1,0.4980248781849542
0.5,0.003,3,2,0.4785693392403974
0.5,0.003,3,3,0.5095086046726298
0.5,0.003,3,4,0.5442037926410846
0.5,0.003,3,5,0.4934512166107248
0.5,0.003,3,6,0.48462129246325286
0.5,0.003,3,7,0.5267528620296491
0.5,0.003,3,8,0.5043874558000679
0.5,0.003,3,9,0.5066149347180923
0.5,0.003,4,0,0.49230199761947396
0.5,0.003,4,1,0.49802488628299096
0.5,0.003,4,2,0.4785693410212495
0.5,0.003,4,3,0.5095086386719663
0.5,0.003,4,4,0.5442038216557129
0.5,0.003,4,5,0.493451126900507
0.5,0.003,4,6,0.4846212413351909
0.5,0.003,4,7,0.5267528660215333
0.5,0.003,4,8,0.5043874912971149
0.5,0.003,4,9,0.506614938768225
0.5,0.01,0,0,0.49230201514957334
0.5,0.01,0,1,0.49802487607940304
0.5,0.01,0,2,0.4785693526972153
0.5,0.01,0,3,0.5095086697459034
0.5,0.01,0,4,0.544203800751026
0.5,0.01,0,5,0.4934512222266794
0.5,0.01,0,6,0.4846212311511036
0.5,0.01,0,7,0.5267529074293259
0.5,0.01,0,8,0.5043874763616708
0.5,0.01,0,9,0.5066149415143438
0.5,0.01,1,0,0.4923019889296141
0.5,0.01,1,1,0.49802489241838516
0.5,0.01,1,2,0.4785693571397952
0.5,0.01,1,3,0.5095086729891132
0.5,0.01,1,4,0.5442037764769557
0.5,0.01,1,5,0.4934512401944349
0.5,0.01,1,6,0.4846212575312431
0.5,0.01,1,7,0.5267530191034299
0.5,0.01,1,8,0.5043874335227257
0.5,0.01,1,9,0.5066149245734918
0.5,0.01,2,0,0.49230201406390334
0.5,0.01,2,1,0.498024868729531
0.5,0.01,2,2,0.47856933669262947
0.5,0.01,2,3,0.5095086208282477
0.5,0.01,2,4,0.5442037547382657
0.5,0.01,2,5,0.49345120614114263
0.5,0.01,2,6,0.4846212666308168
0.5,0.01,2,7,0.5267528611539879
0.5,0.01,2,8,0.5043875130496622
0.5,0.01,2,9,0.5066148927238364
0.5,0.01,3,0,0.4923020372968823
0.5,0.01,3,1,0.49802489770725467
0.5,0.01,3,2,0.47856935286639196
0.5,0.01,3,3,0.5095086384493519
0.5,0.01,3,4,0.5442038708492856
0.5,0.01,3,5,0.49345117206161493
0.5,0.01,3,6,0.4846211724482023
0.5,0.01,3,7,0.5267528738543057
0.5,0.01,3,8,0.5043874986468282
0.5,0.01,3,9,0.5066149208062581
0.5,0.01,4,0,0.49230200723975637
0.5,0.01,4,1,0.4980248647951793
0.5,0.01,4,2,0.47856934332985074
0.5,0.01,4,3,0.509508631294194
0.5,0.01,4,4,0.5442038043830016
0.5,0.01,4,5,0.4934511838178716
0.5,0.01,4,6,0.4846212853913008
0.5,0.01,4,7,0.5267528486885498
0.5,0.01,4,8,0.5043874863236728
0.5,0.01,4,9,0.5066149226936265
0.5,0.03,0,0,0.49230198898420274
0.5,0.03,0,1,0.4980248927765275
0.5,0.03,0,2,0.47856936173972436
0.5,0.03,0,3,0.5095086533218971
0.5,0.03,0,4,0.5442037983025434
0.5,0.03,0,5,0.4934511328847683
0.5,0.03,0,6,0.4846212260202647
0.5,0.03,0,7,0.5267529036641233
0.5,0.03,0,8,0.5043874630342833
0.5,0.03,0,9,0.5066149128824529
0.5,0.03,1,0,0.49230197830800043
0.5,0.03,1,1,0.4980248937053365
0.5,0.03,1,2,0.4785693755327526
0.5,0.03,1,3,0.5095086060996782
0.5,0.03,1,4,0.5442038298746077
0.5,0.03,1,5,0.49345116437632097
0.5,0.03,1,6,0.4846211807300912
0.5,0.03,1,7,0.5267528096217504
0.5,0.03,1,8,0.5043874174011957
0.5,0.03,1,9,0.5066149738571932
0.5,0.03,2,0,0.49230199084470616
0.5,0.03,2,1,0.49802489434279007
0.5,0.03,2,2,0.47856937259616944
0.5,0.03,2,3,0.5095086597956999
0.5,0.03,2,4,0.5442038124983933
0.5,0.03,2,5,0.49345121589138174
0.5,0.03,2,6,0.48462125146981594
0.5,0.03,2,7,0.5267527746258063
0.5,0.03,2,8,0.5043875148253744
0.5,0.03,2,9,0.5066149693761743
0.5,0.03,3,0,0.4923019950878233
0.5,0.03,3,1,0.49802487826415076
0.5,0.03,3,2,0.47856933835966653
0.5,0.03,3,3,0.5095086255700534
0.5,0.03,3,4,0.5442037849725935
